,2018-12-14 08:00:00,2018-12-14 08:05:00,2018-12-14 08:10:00,2018-12-14 08:15:00,2018-12-14 08:20:00,2018-12-14 08:25:00,2018-12-14 08:30:00,2018-12-14 08:35:00,2018-12-14 08:40:00,2018-12-14 08:45:00,2018-12-14 08:50:00,2018-12-14 08:55:00,2018-12-14 09:00:00,2018-12-14 09:05:00,2018-12-14 09:10:00,2018-12-14 09:15:00,2018-12-14 09:20:00,2018-12-14 09:25:00,2018-12-14 09:30:00,2018-12-14 09:35:00,2018-12-14 09:40:00,2018-12-14 09:45:00,2018-12-14 09:50:00,2018-12-14 09:55:00,2018-12-14 10:00:00,2018-12-14 10:05:00,2018-12-14 10:10:00,2018-12-14 10:15:00,2018-12-14 10:20:00,2018-12-14 10:25:00,2018-12-14 10:30:00,2018-12-14 10:35:00,2018-12-14 10:40:00,2018-12-14 10:45:00,2018-12-14 10:50:00,2018-12-14 10:55:00,2018-12-14 11:00:00,2018-12-14 11:05:00,2018-12-14 11:10:00,2018-12-14 11:15:00,2018-12-14 11:20:00,2018-12-14 11:25:00,2018-12-14 11:30:00,2018-12-14 11:35:00,2018-12-14 11:40:00,2018-12-14 11:45:00,2018-12-14 11:50:00,2018-12-14 11:55:00,2018-12-14 12:00:00,2018-12-14 12:05:00,2018-12-14 12:10:00,2018-12-14 12:15:00,2018-12-14 12:20:00,2018-12-14 12:25:00,2018-12-14 12:30:00,2018-12-14 12:35:00,2018-12-14 12:40:00,2018-12-14 12:45:00,2018-12-14 12:50:00,2018-12-14 12:55:00,2018-12-14 13:00:00,2018-12-14 13:05:00,2018-12-14 13:10:00,2018-12-14 13:15:00,2018-12-14 13:20:00,2018-12-14 13:25:00,2018-12-14 13:30:00,2018-12-14 13:35:00,2018-12-14 13:40:00,2018-12-14 13:45:00,2018-12-14 13:50:00,2018-12-14 13:55:00,2018-12-14 14:00:00,2018-12-14 14:05:00,2018-12-14 14:10:00,2018-12-14 14:15:00,2018-12-14 14:20:00,2018-12-14 14:25:00,2018-12-14 14:30:00,2018-12-14 14:35:00,2018-12-14 14:40:00,2018-12-14 14:45:00,2018-12-14 14:50:00,2018-12-14 14:55:00,2018-12-14 15:00:00,2018-12-14 15:05:00,2018-12-14 15:10:00,2018-12-14 15:15:00,2018-12-14 15:20:00,2018-12-14 15:25:00,2018-12-14 15:30:00,2018-12-14 15:35:00,2018-12-14 15:40:00,2018-12-14 15:45:00,2018-12-14 15:50:00,2018-12-14 15:55:00,2018-12-14 16:00:00,2018-12-14 16:05:00,2018-12-14 16:10:00,2018-12-14 16:15:00,2018-12-14 16:20:00,2018-12-14 16:25:00,2018-12-14 16:30:00,2018-12-14 16:35:00,2018-12-14 16:40:00,2018-12-14 16:45:00,2018-12-14 16:50:00,2018-12-14 16:55:00,2018-12-14 17:00:00,2018-12-14 17:05:00,2018-12-14 17:10:00,2018-12-14 17:15:00,2018-12-14 17:20:00,2018-12-14 17:25:00,2018-12-14 17:30:00,2018-12-14 17:35:00,2018-12-14 17:40:00,2018-12-14 17:45:00,2018-12-14 17:50:00,2018-12-14 17:55:00,2018-12-14 18:00:00,2018-12-14 18:05:00,2018-12-14 18:10:00,2018-12-14 18:15:00,2018-12-14 18:20:00,2018-12-14 18:25:00,2018-12-14 18:30:00,2018-12-14 18:35:00,2018-12-14 18:40:00,2018-12-14 18:45:00,2018-12-14 18:50:00,2018-12-14 18:55:00,2018-12-14 19:00:00,2018-12-14 19:05:00,2018-12-14 19:10:00,2018-12-14 19:15:00,2018-12-14 19:20:00,2018-12-14 19:25:00,2018-12-14 19:30:00,2018-12-14 19:35:00,2018-12-14 19:40:00,2018-12-14 19:45:00,2018-12-14 19:50:00,2018-12-14 19:55:00,2018-12-14 20:00:00,2018-12-14 20:05:00
34,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
35,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,1,1,2,0,2,1,0,1,1,0,0,1,1,1,1,0,0,2,2,0,1,1,1,1,2,3,2,0,2,0,1,1,1,1,1,1,1,0,1,1,2,0,0,0,1,0,0,1,4,0,0,1,1,2,1,0,1,2,0,1,1,0,1,2,1,3,3,2,1,0,1,1,1,0,1,1,3,2,1,2,0,0,1,0,0,2,1,1,0,0,0,0,1,1,0,2,0,0,0,2,2,0,1,1,0,0,0,1,0,2,22,0
36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0,1,2,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,2,4,0,2,0,1,0,2,0,1,1,2,2,0,0,3,2,0,3,1,0,2,2,2,1,1,1,1,1,2,1,1,0,0,0,1,1,1,1,0,1,1,0,2,1,0,1,0,0,0,1,0,1,1,2,0,2,0,1,1,0,2,2,2,1,0,1,1,0,1,1,3,0,0,0,2,2,0,1,1,0,1,2,2,0,1,0,5,15,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
39,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,3,0,1,1,0,0,1,2,1,2,0,0,0,0,0,0,0,2,1,0,3,0,1,2,1,0,0,3,2,1,0,2,1,0,1,2,2,0,1,1,0,0,0,0,1,0,1,1,1,1,2,1,0,1,0,3,0,0,0,0,1,1,0,0,1,0,4,3,0,1,1,1,1,1,1,0,0,1,1,1,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,2,11,0
40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,3,0,1,1,0,2,0,0,0,1,1,0,1,0,0,0,0,0,4,1,2,1,1,0,0,1,1,1,0,0,0,1,0,0,0,4,0,0,3,1,0,1,0,0,0,4,1,0,0,1,0,0,2,0,3,0,0,1,0,0,2,0,2,1,0,1,1,1,4,0,1,0,1,2,3,1,1,2,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,2,1,0,0,0,1,2,3,0,1,0,0,1,2,0,0,0,0,1,0,1,1,1,12,0
41,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,2,0,0,2,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,2,0,1,2,0,0,1,1,0,2,1,0,0,2,0,1,0,1,0,2,4,0,2,0,0,0,1,0,1,0,1,1,3,0,2,0,1,0,0,0,3,1,2,1,1,0,0,1,1,2,2,1,0,2,4,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,2,0,3,2,0,1,1,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,2,14,0
42,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,3,1,1,0,1,1,1,1,1,0,0,2,0,1,0,3,0,0,0,1,1,2,1,1,3,1,3,1,0,1,3,2,1,0,1,3,1,2,1,0,0,2,0,0,0,0,0,1,2,0,1,1,0,2,2,2,0,0,0,1,2,0,0,1,2,0,2,2,0,3,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,2,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,13,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,1,0,1,0,0,0,2,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,11,0
45,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,0,2,1,0,1,1,3,0,4,1,0,0,1,2,0,0,1,2,0,1,0,3,1,0,2,0,0,1,2,2,1,0,0,2,0,1,1,1,2,1,1,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,2,1,0,0,1,1,0,0,1,0,0,1,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,1,0,1,11,0
46,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,1,0,2,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,2,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,7,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,2,0,0,0,2,3,1,0,0,0,0,2,0,0,0,1,0,1,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,2,1,1,1,1,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,2,3,0,1,0,2,1,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,2,0,1,0,2,1,2,0,0,0,0,0,1,1,1,2,2,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,2,0
53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,2,0,1,1,2,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0
54,0,1,0,3,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,2,4,3,6,1,2,4,1,0,2,2,4,3,2,7,2,2,2,1,4,4,1,1,4,1,3,0,2,2,2,2,1,0,3,2,3,2,2,1,2,5,1,0,2,3,0,2,0,1,0,1,1,0,0,0,1,1,1,1,2,1,2,0,1,4,2,0,0,0,1,3,3,1,0,0,1,0,1,1,1,2,0,0,1,3,0,1,0,2,0,1,0,0,2,1,0,4,0,2,1,0,0,2,0,1,1,0,2,2,0,0,1,1,4,0,0,3,15,0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,2,2,2,0,2,0,5,1,1,4,3,2,1,1,0,2,2,1,1,0,0,1,2,2,0,2,1,2,1,1,2,1,4,4,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,4,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,2,8,0
56,0,0,0,0,0,0,2,0,0,0,1,1,3,1,2,0,0,3,1,0,0,3,0,2,0,2,1,1,0,0,2,1,0,2,3,0,0,3,3,2,1,1,1,0,0,1,2,0,1,1,1,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,0,0,1,0,0,1,0,2,4,2,1,2,3,1,0,1,3,0,1,1,2,1,2,1,0,0,1,1,1,2,1,1,1,2,0,0,1,1,0,0,2,0,1,0,1,0,1,0,2,3,1,1,1,0,1,0,0,1,1,1,2,28,0
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,4,1,1,0,2,0,2,0,1,0,2,1,0,4,1,2,0,0,0,3,1,0,0,2,0,0,1,1,0,0,1,0,1,0,0,1,0,0,2,1,1,0,1,1,0,0,0,2,1,1,0,0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2,3,0,1,0,0,0,1,0,0,1,0,3,1,4,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,5,0
60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2,0,1,1,0,0,0,1,0,1,0,0,0,1,0,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,0,1,0,0,1,0,0,0,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,0,0,0,1,0,0,1,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
61,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,2,1,1,2,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,2,4,0,1,1,0,2,3,0,3,0,0,0,2,2,0,1,1,1,2,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,2,1,2,1,1,1,1,0,0,1,0,0,1,1,2,0,0,2,0,0,0,2,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,2,0,2,1,0,0,9,0
62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,2,0,0,2,0,0,1,0,2,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,7,0
64,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,2,0,1,1,0,1,0,1,0,3,0,0,0,1,1,1,2,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,1,1,0,0,0,0,0,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0
65,0,1,0,0,0,1,1,0,1,0,4,1,1,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,2,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,2,0,1,1,1,4,0,0,2,0,3,1,0,1,0,0,0,0,3,0,1,2,0,1,0,0,0,1,2,2,1,1,1,1,0,0,2,2,0,1,0,3,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,2,1,0,0,0,0,0,0,1,13,0
66,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,5,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,4,0
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
70,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,2,0,1,1,1,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,0
71,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0,2,1,0,0,2,4,0,0,1,2,0,2,1,0,1,0,2,0,2,1,1,1,0,1,1,3,2,1,1,1,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,1,1,0,0,0,1,0,0,2,0,1,3,1,0,0,1,3,1,0,0,0,1,1,2,1,2,1,1,0,0,1,0,0,0,2,2,0,0,3,1,2,0,1,1,2,2,0,1,2,1,1,3,1,0,0,0,1,0,1,0,1,0,1,1,0,2,0,0,3,1,1,3,12,0
72,0,2,0,0,0,0,0,2,0,1,2,0,1,0,2,0,2,0,0,0,0,0,1,0,1,1,0,1,2,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,2,1,2,0,1,0,2,1,0,0,1,0,0,0,2,1,0,2,0,0,1,2,1,0,0,2,1,1,2,1,0,2,1,3,0,0,2,3,0,0,0,1,1,0,2,0,0,1,0,0,0,2,1,3,1,1,3,0,0,3,2,3,1,3,3,4,1,2,0,2,4,1,1,2,1,0,0,0,1,2,0,2,0,0,2,0,2,0,1,0,0,1,0,0,0,1,0,0,2,12,0
73,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0,2,0,0,1,0,1,2,0,1,0,0,0,3,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,3,2,0,0,0,2,1,0,0,0,1,1,0,1,1,2,1,0,0,1,1,0,0,2,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,2,0,0,2,0,2,1,0,3,1,0,2,2,1,1,0,0,2,2,2,2,1,3,0,0,1,2,2,1,1,0,1,0,0,2,1,1,0,1,0,0,0,1,0,3,13,0
74,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,1,1,1,1,0,1,0,2,0,1,1,1,1,0,0,1,1,0,2,0,7,0,1,1,0,0,0,1,1,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,2,4,0,1,2,1,1,0,1,1,2,0,0,1,1,3,1,0,0,2,5,0,2,3,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,15,0
